Product_ID,Compressor_Type,Product_Name,Power_Rating(HP),Capacity(CFM),Pressure_Rating(PSI),Date_of_Sale,Sales_Channel,Sales_Region,Unit_Price,Quantity_Sold,Total_Sales_Revenue,Customer_ID,Company_Name,Contact_Person,Contact_Email,Contact_Phone,Installation_Date,Service_Contracts,Maintenance_History,Warranty_Information,Energy_Consumption(kWh),Efficiency_Rating(%),Operating_Cost,Environmental_Impact,Market_Trends,Customer_Satisfaction_Ratings,Marketing_Campaigns,Promotional_Discounts,Advertising_Channels,Industry_Regulations,industries
1436,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EG SERIES SCREW AIR COMPRESSOR,151,287,123,2023-05-08,Distributor,South Region,24904,5,124520,537,Torres Inc,Susan Dawson,adam03@example.org,001-471-805-0544x804,2023-07-21,Yes,Quarterly Maintenance,1 year warranty,68.4,86.68,16944.0,Low emissions,Declining,4.4,Online Ads,"Free shipping for orders above $10,000",Mobile app for remote monitoring,Compliance with industry standards,Food Processing
1437,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EG SERIES SCREW AIR COMPRESSOR,166,59,153,2023-01-29,Distributor,East Region,16968,5,84840,538,"Thompson, Avila and Wright",Eric Coleman,fieldsbrian@example.org,642.561.4863x01683,2023-08-24,No,Quarterly Maintenance,5 years warranty,53.2,83.38,9429.94,Low emissions,Declining,4.2,Trade Shows,"Free shipping for orders above $10,000",Social media campaigns,Compliance with industry standards,Textile
1438,OIL LUBRICATED PISTON AIR COMPRESSORS,ALUMINIUM COAXIAL PISTON COMPRESSORS,148,5,109,2023-07-26,Online Platform,South Region,8527,6,51162,539,"Edwards, Robbins and Sanchez",Carol Marshall,hphillips@example.net,479.606.8575,2023-11-09,Yes,Annual service contract,2 years warranty,2.1,90.69,5913.02,Minimal environmental impact,Stable,4.5,Online Ads,"Free shipping for orders above $10,000",Mobile app for remote monitoring,No specific regulations,Concrete Pumps
1439,OIL LUBRICATED PISTON AIR COMPRESSORS,LD SERIES PISTON COMPRESSOR,155,12,135,2023-09-24,Direct Sales,South Region,14880,3,44640,540,Bailey Ltd,Jamie Bryan,sherrygraham@example.net,(858)308-6643x88625,2023-12-01,No,Quarterly Maintenance,2 years warranty,5.3,91.53,9395.23,Low emissions,Declining,4.2,Trade Shows,"Free shipping for orders above $10,000",Mobile app for remote monitoring,No specific regulations,Engine Starting
1440,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EG SERIES SCREW AIR COMPRESSOR,74,419,198,2023-01-19,Distributor,West Region,39277,2,78554,541,"Peterson, Mcdonald and Skinner",Michael Friedman,lcarlson@example.com,922-382-0510,2023-09-30,No,Quarterly Maintenance,3 years warranty,245.0,85.73,26911.81,Minimal environmental impact,Declining,4.7,Email Campaign,10% off for bulk orders,Mobile app for remote monitoring,Compliance with industry standards,Textile
1441,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EG SERIES SCREW AIR COMPRESSOR,83,389,169,2023-04-29,Distributor,South Region,18855,7,131985,542,Velasquez Group,Michael Hughes,william68@example.org,(204)722-3280x9563,2023-07-11,Yes,Quarterly Maintenance,2 years warranty,61.6,79.43,10189.53,Low emissions,Growing,3.9,Email Campaign,"Free shipping for orders above $10,000",Social media campaigns,No specific regulations,Automotive
1442,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EG SERIES SCREW AIR COMPRESSOR,47,195,140,2023-01-07,Distributor,North Region,23065,9,207585,543,Dixon Group,Carla Cortez,christinesingleton@example.org,3446052288,2023-05-07,No,Quarterly Maintenance,3 years warranty,66.7,92.23,17651.71,Low emissions,Declining,4.8,Email Campaign,10% off for bulk orders,Mobile app for remote monitoring,Compliance with industry standards,Fabrication Workshops
1443,OIL LUBRICATED PISTON AIR COMPRESSORS,HIGH PRESSURE PISTON COMPRESSORS,36,22,121,2023-06-19,Distributor,East Region,11267,5,56335,544,Wilson PLC,Dean Pierce,carolyngarcia@example.org,459.817.2945,2023-06-19,No,Regular maintenance every 6 months,2 years warranty,6.7,94.29,6111.31,Minimal environmental impact,Stable,4.6,Email Campaign,"Free shipping for orders above $10,000",Social media campaigns,No specific regulations,CNC Operation
1444,OIL LUBRICATED PISTON AIR COMPRESSORS,HIGH PRESSURE PISTON COMPRESSORS,136,14,174,2023-09-17,Online Platform,South Region,19876,4,79504,545,Mcdowell-Chavez,Kimberly Goodwin,christian13@example.org,322.564.0739,2023-10-12,No,Quarterly Maintenance,1 year warranty,5.9,73.88,14036.32,Low emissions,Growing,4.4,Online Ads,10% off for bulk orders,Mobile app for remote monitoring,Compliance with industry standards,Plastic Manufacturing
1445,OIL LUBRICATED PISTON AIR COMPRESSORS,CUSTOM BUILT COMPRESSORS,45,1202,169,2023-02-21,Direct Sales,West Region,97083,4,388332,546,West-Garcia,Anna Gallagher,erussell@example.com,586-489-6543x728,2023-08-10,Yes,Quarterly Maintenance,2 years warranty,68.2,83.57,49187.44,Environmentally friendly design,Stable,4.8,Online Ads,15% off for first-time buyers,Industry magazines,Compliance with industry standards,Circuit Breakers
1446,OIL LUBRICATED PISTON AIR COMPRESSORS,CUSTOM BUILT COMPRESSORS,134,802,110,2023-04-06,Distributor,West Region,113956,9,1025604,547,Lewis Ltd,Monica Mcintyre,kentmeredith@example.net,843-941-8064,2023-06-09,Yes,Regular maintenance every 6 months,2 years warranty,26.8,89.95,73119.5,Minimal environmental impact,Stable,5.0,Trade Shows,"Free shipping for orders above $10,000",Social media campaigns,No specific regulations,Plastic Manufacturing
1447,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EG SERIES SCREW AIR COMPRESSOR,95,486,129,2023-05-08,Distributor,North Region,54761,2,109522,548,Harvey Group,John Collins,sherrimarshall@example.com,(204)763-5066,2023-06-15,Yes,Regular maintenance every 6 months,5 years warranty,167.7,75.38,40322.94,Low emissions,Stable,3.8,Trade Shows,10% off for bulk orders,Social media campaigns,No specific regulations,Automotive
1448,OIL LUBRICATED PISTON AIR COMPRESSORS,LD SERIES PISTON COMPRESSOR,89,16,98,2023-06-28,Online Platform,East Region,12641,8,101128,549,"Marshall, Andrews and Gross",Kevin Sawyer,julian63@example.com,614.927.9052x52935,2023-07-02,Yes,Regular maintenance every 6 months,3 years warranty,5.2,84.85,9249.44,Minimal environmental impact,Growing,5.0,Online Ads,10% off for bulk orders,Industry magazines,Compliance with industry standards,Paint Shot
1449,OIL LUBRICATED PISTON AIR COMPRESSORS,LD SERIES PISTON COMPRESSOR,174,13,99,2023-10-14,Online Platform,East Region,13792,9,124128,550,Wood-Fitzgerald,Michael Murray,brandongomez@example.net,561.754.6902x7300,2023-12-08,No,Regular maintenance every 6 months,2 years warranty,5.1,81.48,8049.84,Minimal environmental impact,Growing,4.8,Email Campaign,10% off for bulk orders,Mobile app for remote monitoring,Compliance with industry standards,Plastic Manufacturing
1450,OIL LUBRICATED PISTON AIR COMPRESSORS,HIGH PRESSURE PISTON COMPRESSORS,166,15,186,2023-03-29,Direct Sales,East Region,13288,2,26576,551,Rios-Petersen,Rachel Hawkins PhD,kevin32@example.net,(925)636-4209,2023-10-16,Yes,Quarterly Maintenance,5 years warranty,3.2,92.72,10456.1,Environmentally friendly design,Growing,3.6,Email Campaign,"Free shipping for orders above $10,000",Social media campaigns,No specific regulations,Automotive
1451,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EN SERIES SCREW AIR COMPRESSOR,44,62,150,2022-12-30,Distributor,East Region,17738,1,17738,552,Allen and Sons,Donald Richardson,davidwoods@example.net,860-273-3874x055,2023-09-16,No,Regular maintenance every 6 months,3 years warranty,39.1,84.97,12162.13,Minimal environmental impact,Stable,4.4,Trade Shows,15% off for first-time buyers,Social media campaigns,Compliance with industry standards,Fabrication Workshops
1452,OIL LUBRICATED PISTON AIR COMPRESSORS,ALUMINIUM COAXIAL PISTON COMPRESSORS,72,2,106,2023-06-24,Distributor,South Region,11297,1,11297,553,Barrett Ltd,Tamara Davis,paynejanice@example.org,532-789-6387,2023-11-15,No,Quarterly Maintenance,1 year warranty,2.3,89.65,5912.77,Minimal environmental impact,Growing,4.5,Trade Shows,15% off for first-time buyers,Mobile app for remote monitoring,Compliance with industry standards,General Engineering
1453,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EG SERIES SCREW AIR COMPRESSOR,155,385,190,2023-05-03,Direct Sales,West Region,22218,7,155526,554,Mendoza PLC,Robert Pierce,lwalker@example.org,(442)858-4150,2023-08-18,Yes,Annual service contract,1 year warranty,48.9,70.34,12922.77,Environmentally friendly design,Growing,3.8,Trade Shows,10% off for bulk orders,Social media campaigns,No specific regulations,Automotive
1454,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EG SERIES SCREW AIR COMPRESSOR,146,64,128,2023-02-12,Online Platform,East Region,19267,7,134869,555,"Simmons, Solomon and Carr",Eric Clark,vramirez@example.org,+1-743-550-5281x514,2023-12-02,No,Quarterly Maintenance,1 year warranty,49.3,77.87,9777.48,Low emissions,Declining,4.0,Email Campaign,10% off for bulk orders,Mobile app for remote monitoring,No specific regulations,Paper
1455,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EG SERIES SCREW AIR COMPRESSOR,194,396,193,2023-06-18,Distributor,West Region,19890,10,198900,556,"Evans, Diaz and Williams",Kelly Pacheco,ryanhart@example.org,312-469-8493x25804,2023-10-16,No,Regular maintenance every 6 months,1 year warranty,69.0,92.71,14222.48,Minimal environmental impact,Declining,4.0,Email Campaign,"Free shipping for orders above $10,000",Mobile app for remote monitoring,Compliance with industry standards,Automotive
1456,OIL LUBRICATED PISTON AIR COMPRESSORS,HIGH PRESSURE PISTON COMPRESSORS,200,16,145,2023-03-17,Direct Sales,East Region,17296,5,86480,557,Burnett-Waters,Megan Brown,torresjuan@example.net,001-227-766-8792,2023-04-17,Yes,Annual service contract,3 years warranty,2.5,88.09,13223.21,Low emissions,Declining,4.9,Trade Shows,"Free shipping for orders above $10,000",Industry magazines,Compliance with industry standards,Engine Starting
1457,OIL LUBRICATED PISTON AIR COMPRESSORS,CUSTOM BUILT COMPRESSORS,51,214,276,2023-04-29,Distributor,North Region,23946,5,119730,558,Anderson PLC,Keith Thompson PhD,kathleenlong@example.net,602.516.6457x93438,2023-04-30,Yes,Quarterly Maintenance,3 years warranty,7.8,79.01,17225.69,Environmentally friendly design,Growing,4.9,Trade Shows,"Free shipping for orders above $10,000",Social media campaigns,No specific regulations,Circuit Breakers
1458,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EG SERIES SCREW AIR COMPRESSOR,167,1102,248,2023-04-10,Online Platform,West Region,39919,3,119757,559,Mccoy-Jackson,Janet West,kaisercassandra@example.net,+1-937-727-2002x0761,2023-05-02,Yes,Regular maintenance every 6 months,2 years warranty,125.1,77.08,27140.61,Minimal environmental impact,Growing,4.3,Trade Shows,10% off for bulk orders,Industry magazines,Compliance with industry standards,Paper
1459,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EN SERIES SCREW AIR COMPRESSOR,115,14,173,2023-02-19,Direct Sales,North Region,12408,8,99264,560,Raymond and Sons,Evan Lynch,anna92@example.org,001-672-893-2382,2023-09-05,Yes,Annual service contract,5 years warranty,20.6,80.35,7745.63,Environmentally friendly design,Declining,4.0,Email Campaign,"Free shipping for orders above $10,000",Social media campaigns,No specific regulations,Automotive
1460,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EG SERIES SCREW AIR COMPRESSOR,158,689,184,2023-11-29,Distributor,North Region,37844,5,189220,561,Hale Inc,Daniel Roberts,kimberly97@example.com,872.260.3627x9811,2023-12-06,Yes,Annual service contract,5 years warranty,212.2,70.59,20773.09,Low emissions,Growing,3.5,Trade Shows,"Free shipping for orders above $10,000",Industry magazines,Compliance with industry standards,Fabrication Workshops
1461,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EG SERIES SCREW AIR COMPRESSOR,138,860,169,2023-03-12,Direct Sales,West Region,96489,10,964890,562,Bell LLC,Victoria Strickland,odonnellleslie@example.com,893-921-4941x4385,2023-05-08,Yes,Annual service contract,5 years warranty,125.6,87.84,49897.11,Low emissions,Stable,4.0,Online Ads,"Free shipping for orders above $10,000",Social media campaigns,No specific regulations,Small Machining
1462,OIL LUBRICATED PISTON AIR COMPRESSORS,HIGH PRESSURE PISTON COMPRESSORS,37,14,123,2023-09-06,Direct Sales,North Region,15290,3,45870,563,Gray LLC,Amy Jackson,bryan@example.org,781-688-6129x166,2023-10-22,Yes,Annual service contract,2 years warranty,7.2,78.61,9042.85,Environmentally friendly design,Stable,3.7,Email Campaign,"Free shipping for orders above $10,000",Social media campaigns,No specific regulations,Marine
1463,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EN SERIES SCREW AIR COMPRESSOR,145,17,173,2023-09-11,Direct Sales,West Region,16867,1,16867,564,"Briggs, Howard and Johnston",Richard Meyer,ericrich@example.org,+1-615-610-4039x8312,2023-10-23,No,Quarterly Maintenance,3 years warranty,28.3,79.96,8450.44,Environmentally friendly design,Declining,4.1,Online Ads,10% off for bulk orders,Industry magazines,Compliance with industry standards,Automotive
1464,OIL LUBRICATED PISTON AIR COMPRESSORS,ALUMINIUM COAXIAL PISTON COMPRESSORS,34,2,111,2023-06-24,Direct Sales,North Region,8196,4,32784,565,Jones-Kelley,Tammy Reeves,xmejia@example.com,001-422-392-9816x869,2023-09-25,No,Quarterly Maintenance,2 years warranty,2.2,91.55,4743.4,Low emissions,Declining,4.6,Online Ads,15% off for first-time buyers,Mobile app for remote monitoring,Compliance with industry standards,Diesel Engine Starting
1465,OIL LUBRICATED PISTON AIR COMPRESSORS,ALUMINIUM COAXIAL PISTON COMPRESSORS,164,1,95,2023-07-15,Direct Sales,West Region,9104,5,45520,566,"Davis, Bates and Singleton",Jose Schmidt,howardjessica@example.net,+1-793-598-0181,2023-11-18,Yes,Annual service contract,1 year warranty,2.8,92.54,6440.9,Environmentally friendly design,Growing,4.4,Online Ads,15% off for first-time buyers,Industry magazines,Compliance with industry standards,Metal Fabrication
1466,OIL LUBRICATED PISTON AIR COMPRESSORS,ALUMINIUM COAXIAL PISTON COMPRESSORS,146,13,109,2023-11-19,Online Platform,North Region,8293,8,66344,567,"Diaz, Garcia and Norris",Leslie Reynolds,david51@example.net,5704092733,2023-12-05,No,Annual service contract,2 years warranty,2.5,73.38,6593.59,Minimal environmental impact,Stable,5.0,Trade Shows,15% off for first-time buyers,Mobile app for remote monitoring,No specific regulations,Marine
1467,OIL LUBRICATED PISTON AIR COMPRESSORS,ALUMINIUM COAXIAL PISTON COMPRESSORS,95,3,118,2023-06-07,Distributor,West Region,9435,8,75480,568,"Dougherty, Sims and Carter",Kelli Stevens,bblack@example.net,(665)866-4603x949,2023-11-25,Yes,Regular maintenance every 6 months,1 year warranty,0.9,92.18,5342.41,Minimal environmental impact,Declining,3.7,Email Campaign,10% off for bulk orders,Mobile app for remote monitoring,Compliance with industry standards,Hydel
1468,OIL LUBRICATED PISTON AIR COMPRESSORS,ALUMINIUM COAXIAL PISTON COMPRESSORS,29,14,115,2023-07-27,Online Platform,North Region,8295,3,24885,569,"Clark, Sloan and Rogers",Steven White,jessica37@example.com,001-724-262-5166x8521,2023-11-12,Yes,Annual service contract,1 year warranty,1.0,84.81,6175.13,Environmentally friendly design,Declining,3.6,Trade Shows,10% off for bulk orders,Mobile app for remote monitoring,No specific regulations,CNC Operation
1469,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EG SERIES SCREW AIR COMPRESSOR,96,296,186,2023-09-16,Distributor,South Region,19285,7,134995,570,Rogers-Young,Leslie Brady,chavezdanny@example.net,747.842.1794,2023-11-03,No,Quarterly Maintenance,2 years warranty,45.1,76.41,13447.27,Environmentally friendly design,Declining,4.7,Trade Shows,15% off for first-time buyers,Industry magazines,Compliance with industry standards,Food Processing
1470,OIL LUBRICATED PISTON AIR COMPRESSORS,LD SERIES PISTON COMPRESSOR,81,12,92,2023-09-02,Direct Sales,East Region,12338,2,24676,571,Clark-Bryant,Sherri Guzman,kylenorman@example.com,(371)806-9616,2023-10-29,No,Regular maintenance every 6 months,5 years warranty,6.4,77.35,6558.11,Environmentally friendly design,Stable,4.4,Email Campaign,15% off for first-time buyers,Mobile app for remote monitoring,Compliance with industry standards,Paint Shot
1471,OIL LUBRICATED PISTON AIR COMPRESSORS,CUSTOM BUILT COMPRESSORS,117,404,233,2023-09-17,Direct Sales,North Region,25307,5,126535,572,"Thomas, Hernandez and Smith",Amanda West,richard13@example.net,9054523713,2023-11-02,No,Regular maintenance every 6 months,1 year warranty,32.6,77.47,13925.47,Minimal environmental impact,Declining,4.7,Email Campaign,15% off for first-time buyers,Social media campaigns,Compliance with industry standards,Plastic Manufacturing
1472,OIL LUBRICATED PISTON AIR COMPRESSORS,HIGH PRESSURE PISTON COMPRESSORS,194,19,152,2023-01-18,Online Platform,West Region,10645,7,74515,573,"Li, Johnson and Harrison",Omar Thomas,andrewsanchez@example.com,(770)935-9314x50436,2023-08-01,Yes,Quarterly Maintenance,5 years warranty,5.9,79.92,5814.51,Low emissions,Stable,4.8,Email Campaign,"Free shipping for orders above $10,000",Mobile app for remote monitoring,Compliance with industry standards,Paint Shot
1473,OIL LUBRICATED PISTON AIR COMPRESSORS,LD SERIES PISTON COMPRESSOR,199,17,131,2023-08-12,Distributor,West Region,14884,3,44652,574,Miller and Sons,Allison Fernandez,samuel47@example.net,+1-385-319-5564x374,2023-09-02,No,Regular maintenance every 6 months,3 years warranty,2.8,93.26,8794.92,Environmentally friendly design,Growing,3.8,Online Ads,15% off for first-time buyers,Mobile app for remote monitoring,No specific regulations,Engine Starting
1474,OIL LUBRICATED PISTON AIR COMPRESSORS,CUSTOM BUILT COMPRESSORS,92,186,135,2023-01-15,Direct Sales,West Region,61164,8,489312,575,Garcia-Long,Alyssa Savage,andrew57@example.net,001-780-294-0053x8310,2023-06-29,Yes,Annual service contract,1 year warranty,18.4,89.59,47525.31,Minimal environmental impact,Declining,4.5,Online Ads,15% off for first-time buyers,Industry magazines,Compliance with industry standards,Food & Beverages
1475,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EG SERIES SCREW AIR COMPRESSOR,44,141,197,2023-08-05,Online Platform,East Region,19611,10,196110,576,Brady-Griffin,Kimberly Cummings,robertbrown@example.net,211-681-7717,2023-08-08,No,Regular maintenance every 6 months,1 year warranty,62.3,82.82,12408.71,Environmentally friendly design,Growing,3.8,Online Ads,"Free shipping for orders above $10,000",Industry magazines,Compliance with industry standards,Paper
1476,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EG SERIES SCREW AIR COMPRESSOR,31,526,128,2023-09-11,Direct Sales,North Region,58254,9,524286,577,Cortez PLC,Elizabeth Hubbard,sylvia68@example.net,489-790-8494x730,2023-09-13,Yes,Quarterly Maintenance,2 years warranty,222.1,84.2,40994.0,Environmentally friendly design,Stable,4.3,Email Campaign,"Free shipping for orders above $10,000",Industry magazines,No specific regulations,Automotive
1477,OIL LUBRICATED PISTON AIR COMPRESSORS,ALUMINIUM COAXIAL PISTON COMPRESSORS,62,2,125,2023-05-21,Direct Sales,West Region,8656,8,69248,578,White Ltd,Keith Thompson,michealmartinez@example.net,001-251-608-3935x698,2023-12-02,No,Regular maintenance every 6 months,2 years warranty,1.6,89.34,4454.39,Environmentally friendly design,Stable,4.1,Trade Shows,"Free shipping for orders above $10,000",Social media campaigns,Compliance with industry standards,General Engineering
1478,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EN SERIES SCREW AIR COMPRESSOR,114,236,120,2023-03-12,Distributor,West Region,13343,10,133430,579,Gross Inc,Ashley Hill,uarnold@example.org,001-785-454-6669x69838,2023-05-01,Yes,Annual service contract,1 year warranty,42.8,79.28,10010.87,Environmentally friendly design,Stable,4.4,Online Ads,"Free shipping for orders above $10,000",Mobile app for remote monitoring,Compliance with industry standards,Fabrication Workshops
1479,OIL LUBRICATED PISTON AIR COMPRESSORS,LD SERIES PISTON COMPRESSOR,64,16,131,2023-01-16,Direct Sales,North Region,13484,6,80904,580,Johnson-Valdez,Jeffrey Tapia,sherribowen@example.com,295-286-7442x325,2023-06-19,No,Annual service contract,2 years warranty,3.7,70.46,10207.94,Low emissions,Growing,3.6,Trade Shows,15% off for first-time buyers,Industry magazines,Compliance with industry standards,Metal Fabrication
1480,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EN SERIES SCREW AIR COMPRESSOR,91,36,163,2023-06-24,Direct Sales,North Region,14388,6,86328,581,"Hardy, Martinez and Johns",Briana Hawkins,manningkelly@example.org,836.811.3327x796,2023-09-03,No,Regular maintenance every 6 months,5 years warranty,2.8,75.38,10967.46,Minimal environmental impact,Stable,4.7,Online Ads,10% off for bulk orders,Industry magazines,Compliance with industry standards,Automotive
1481,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EG SERIES SCREW AIR COMPRESSOR,136,400,231,2023-01-12,Online Platform,West Region,92848,5,464240,582,Johnston and Sons,Kelly Ewing,dcarlson@example.org,(562)666-4680,2023-08-26,Yes,Annual service contract,3 years warranty,243.4,74.56,65139.81,Environmentally friendly design,Growing,4.2,Email Campaign,10% off for bulk orders,Mobile app for remote monitoring,No specific regulations,Small Machining
1482,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EN SERIES SCREW AIR COMPRESSOR,135,298,174,2023-09-29,Online Platform,North Region,12107,5,60535,583,"Myers, Mooney and Doyle",Logan Francis,leahadams@example.net,001-628-379-2636,2023-11-15,Yes,Annual service contract,3 years warranty,15.0,79.94,6810.59,Environmentally friendly design,Declining,3.7,Online Ads,"Free shipping for orders above $10,000",Industry magazines,Compliance with industry standards,Fabrication Workshops
1483,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EG SERIES SCREW AIR COMPRESSOR,175,221,169,2023-11-08,Distributor,West Region,19108,2,38216,584,Whitehead-Garcia,Michael Adkins,daniel63@example.com,717-487-7273,2023-11-19,No,Quarterly Maintenance,3 years warranty,40.1,87.8,10212.89,Minimal environmental impact,Declining,4.2,Trade Shows,10% off for bulk orders,Social media campaigns,No specific regulations,Textile
1484,OIL LUBRICATED PISTON AIR COMPRESSORS,HIGH PRESSURE PISTON COMPRESSORS,180,15,107,2023-08-22,Direct Sales,East Region,13411,1,13411,585,"Hopkins, Wilson and Turner",Alan Young,michael10@example.org,383.619.3637,2023-10-27,No,Quarterly Maintenance,2 years warranty,6.5,76.6,8441.19,Minimal environmental impact,Stable,4.9,Online Ads,10% off for bulk orders,Social media campaigns,No specific regulations,Automotive
1485,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EN SERIES SCREW AIR COMPRESSOR,72,182,100,2023-01-08,Distributor,East Region,19436,7,136052,586,"Ellis, Wilson and Patterson",Anna Allen,wallaceamber@example.com,627-689-1109x343,2023-07-24,Yes,Regular maintenance every 6 months,1 year warranty,9.4,87.15,15470.02,Minimal environmental impact,Declining,4.8,Trade Shows,"Free shipping for orders above $10,000",Industry magazines,Compliance with industry standards,Fabrication Workshops
1486,OIL LUBRICATED PISTON AIR COMPRESSORS,CUSTOM BUILT COMPRESSORS,53,1445,162,2023-03-09,Direct Sales,West Region,82994,1,82994,587,Russo PLC,Jenna Harrison,ebriggs@example.org,(593)426-2541,2023-06-29,Yes,Quarterly Maintenance,2 years warranty,26.4,89.03,41986.83,Minimal environmental impact,Declining,4.5,Email Campaign,15% off for first-time buyers,Social media campaigns,No specific regulations,Paint Shot
1487,OIL LUBRICATED PISTON AIR COMPRESSORS,CUSTOM BUILT COMPRESSORS,28,665,223,2023-09-09,Distributor,North Region,81941,8,655528,588,"Smith, Sanchez and Clark",Nicholas Williams,tracymorgan@example.org,369.255.3082x8599,2023-11-18,Yes,Quarterly Maintenance,1 year warranty,35.9,93.43,58844.32,Environmentally friendly design,Stable,4.1,Online Ads,10% off for bulk orders,Industry magazines,Compliance with industry standards,Circuit Breakers
1488,OIL LUBRICATED PISTON AIR COMPRESSORS,HIGH PRESSURE PISTON COMPRESSORS,103,12,91,2023-01-04,Online Platform,East Region,19779,2,39558,589,Williams-Castillo,Erin Martinez,robert49@example.net,(294)804-3818,2023-09-21,Yes,Annual service contract,2 years warranty,6.4,71.39,10479.9,Low emissions,Stable,4.4,Trade Shows,15% off for first-time buyers,Mobile app for remote monitoring,Compliance with industry standards,Concrete Pumps
1489,OIL LUBRICATED PISTON AIR COMPRESSORS,ALUMINIUM COAXIAL PISTON COMPRESSORS,53,7,96,2023-06-01,Direct Sales,South Region,9417,6,56502,590,Casey LLC,Ronald Douglas,amy77@example.net,2104943948,2023-11-30,Yes,Regular maintenance every 6 months,3 years warranty,1.4,87.11,7492.46,Minimal environmental impact,Stable,4.6,Trade Shows,15% off for first-time buyers,Industry magazines,No specific regulations,Automotive
1490,OIL LUBRICATED PISTON AIR COMPRESSORS,ALUMINIUM COAXIAL PISTON COMPRESSORS,99,1,111,2023-03-24,Distributor,West Region,8536,3,25608,591,Price and Sons,Oscar Clayton,maciascarrie@example.net,758.250.1551,2023-08-15,No,Annual service contract,3 years warranty,2.8,73.98,6311.15,Low emissions,Growing,3.9,Trade Shows,10% off for bulk orders,Industry magazines,Compliance with industry standards,CNC Operation
1491,OIL LUBRICATED PISTON AIR COMPRESSORS,LD SERIES PISTON COMPRESSOR,179,19,134,2023-05-27,Direct Sales,West Region,13030,3,39090,592,Pierce Group,Amber Reynolds,jerrypayne@example.com,844-462-6666,2023-10-28,No,Quarterly Maintenance,1 year warranty,2.5,92.39,8980.61,Minimal environmental impact,Stable,4.0,Trade Shows,"Free shipping for orders above $10,000",Industry magazines,No specific regulations,Hydel
1492,OIL LUBRICATED PISTON AIR COMPRESSORS,HIGH PRESSURE PISTON COMPRESSORS,144,10,164,2023-07-02,Distributor,South Region,10533,8,84264,593,Reyes-Wagner,Christopher Robles,upatterson@example.net,915.538.4960,2023-07-14,Yes,Annual service contract,1 year warranty,3.0,86.42,5746.82,Low emissions,Growing,3.6,Trade Shows,10% off for bulk orders,Industry magazines,Compliance with industry standards,Concrete Pumps
1493,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EG SERIES SCREW AIR COMPRESSOR,100,69,120,2023-12-03,Online Platform,East Region,17381,1,17381,594,White-Baker,Tyler Berry,sierratrujillo@example.net,220.866.8577,2023-12-07,No,Annual service contract,3 years warranty,65.3,83.82,8891.97,Minimal environmental impact,Growing,4.8,Email Campaign,"Free shipping for orders above $10,000",Industry magazines,No specific regulations,Paper
1494,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EG SERIES SCREW AIR COMPRESSOR,109,865,242,2023-05-17,Distributor,South Region,51290,4,205160,595,Benitez-Krause,Kara Padilla,castillojessica@example.org,001-307-537-7347x171,2023-11-02,No,Quarterly Maintenance,2 years warranty,97.1,77.72,36949.02,Low emissions,Stable,4.9,Trade Shows,10% off for bulk orders,Industry magazines,No specific regulations,Textile
